,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
244,7818691400791322406,Nubank e Goldman fecham parceria de R$ 200 milhões,Abrimos uma conta no Original.,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",Bradesco lança serviço inédito para estimular o hábito de poupar,CMN regulamenta abertura de conta de depósito por meio eletrônico,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento
245,6852597772196653540,Firebase and Google Cloud: better together,Google lags behind Amazon and Microsoft's cloud in one important area,How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog"
246,5424502143558028097,Sam Newman - Backends For Frontends,Post: Just Say mNo to Hungarian Notation,Firebase Test Lab for Android,The Importance of Code Reviews,Dark Scrum,Up your app's sharing game with DirectShare - Google Developers
247,4195778828921942020,The five phases of migrating to Google Cloud Platform,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure",Leveling Up Your JavaScript -,The Java 8 API Design Principles,CSS Containment in Chrome 52 | Web Updates - Google Developers,Docker 1.12: Now with Built-in Orchestration!
248,-541666025693385823,Calm down: Google's use of Material Design on iOS is fine,Alecrim/AlecrimCoreData,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Ordering coffee in Italy: the 10 commandments,Joel on Software
249,-8404657131309965885,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,Inbox by Gmail ganha formatação de texto | Google Discovery,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,Par de alianças impede que seu parceiro assista Netflix sem você,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Making open source data more available
250,5238119115012015307,Embracing Agile,An operating model for company-wide agile development,Staying one step ahead at Pixar: An interview with Ed Catmull,Big IT Rising,An operating model for company-wide agile development,Rewiring Citi for the digital age
251,8835339470389644264,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,Comparing IoT Platforms: Compare 4 IoT platform for IoT projects,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Firebase Test Lab for Android,The Developer's Midlife Crisis: What's Next?,Sam Newman - Backends For Frontends
252,-6484638837208285334,"5 awesome Google Keep features you aren't using, but should be",The AI business landscape,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",Why the customer experience matters,"Secret's founder returns with Bold, a Medium for enterprise","Amazon open-sources its own deep learning software, DSSTNE"
253,8651615486877503655,Java 8 Best Practices Cheat Sheet,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Notes on Reactive Programming Part I: The Reactive Landscape,Communication patterns in a Microservice world,One weird trick that will change the way you code forever: JavaScript TDD,Java 8 Streams - A Deeper Approach About Performance Improvement
254,-1622037268576555626,You won't recognize the new world of digital payments without this report,Nubank pode fechar as portas se BC confirmar mudança amanhã,Accenture amplia atuação no Brasil,Piloto de caça criado por inteligência artificial vence humano em combate simulado,Visa lança desafio para startups de tecnologia - Startupi,Bradesco vai lançar novo banco digital: o Next.
255,-4233177915193302509,Governo brasileiro cria manual para contratação de cloud,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Two Different Sales Motions . . . .,The AI business landscape,"5 awesome Google Keep features you aren't using, but should be",Wide & Deep Learning: Better Together with TensorFlow
256,1031060816592502094,Evernote anuncia integração com Google Drive | Google Discovery,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',The technology behind preview photos,Testes unitários vs aceitação - Android Dev BR,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,The Ten Commandments of Egoless Programming
257,3598164602856140626,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",Notes on Reactive Programming Part I: The Reactive Landscape,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Serverless Architectures
258,-6726685468116057064,Steak Tartare com Salada Verde,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Good developers take breaks * Greetings Programs,The Genderbread Person v3 | It's Pronounced Metrosexual,Introducing Ask a Female Engineer
259,-2808969983997441543,CSS Containment in Chrome 52 | Web Updates - Google Developers,"Apple's new file manager, APFS, is awesome",The five phases of migrating to Google Cloud Platform,19 Tips For Everyday Git Use,Leveling Up Your JavaScript -,What to Inspect When You are Inspecting!
260,4118743389464105405,Why Google App Engine rocks: A Google engineer's take,The AI business landscape,"Hello, TensorFlow!",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,"Amazon open-sources its own deep learning software, DSSTNE",Google lags behind Amazon and Microsoft's cloud in one important area
261,3998743085432844199,Netflix emociona com vídeo destacando personagens LGBT,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção","No dia das mães, Avon lança campanha com mãe de jovem gay"
262,9220445660318725468,Angular 2,Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro","Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",15 Awesome Sublime Text Plugins For Web Development
263,5928346445655989915,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Pesquisadores do MIT desenvolvem tecnologia que digitaliza livros fechados - Geek,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,6 reasons why I like KeystoneML,Angular 2
264,-4625438649010928449,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,Gartner Reprint,Gartner Reprint,Conselho da SABMiller aceita proposta de compra da AB InBev,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Introducing New Relic Infrastructure
265,7400903238402587728,Inbox by Gmail ganha formatação de texto | Google Discovery,"Google launches Springboard, an AI-powered assistant for its enterprise customers",Touch (TV Series 2012-2013),"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Here's proof that Google is getting serious about battling Facebook in a key area,"Secret's founder returns with Bold, a Medium for enterprise"
266,7520301770873472812,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Creating value in auto finance with vLendRight | Kevin Moseri,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,Google acquires deep search engine Kifi to enhance its Spaces group chat app,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão
267,7804826445069770894,"Secret's founder returns with Bold, a Medium for enterprise",The AI business landscape,5 reasons your employees aren't sharing their knowledge,Why Google App Engine rocks: A Google engineer's take,Touch (TV Series 2012-2013),"Google launches Springboard, an AI-powered assistant for its enterprise customers"
268,-7566966163569468290,Watch Google's AI master the infamously difficult Atari game Montezuma's Revenge,Transfer Style But Not Color,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Google lags behind Amazon and Microsoft's cloud in one important area,Machine Learning Is Redefining The Enterprise In 2016,Skill swarms - a new way to share expertise and work smarter together - Skillhive
269,-1523691178084871,Measuring email effectiveness in retail banking,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,Confused by blockchains? Revolution vs Evolution,Banking Needs a Customer Experience Wake-Up Call,Making open source data more available,Nubank começa a testar seu programa de fidelidade - Empresas Tech
270,-7399665664688732365,Touch (TV Series 2012-2013),The AI business landscape,Here's proof that Google is getting serious about battling Facebook in a key area,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,"Secret's founder returns with Bold, a Medium for enterprise",The Physical Web
271,-1444481301861872291,Nova campanha da Avon tem drag queen como estrela,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Netflix emociona com vídeo destacando personagens LGBT,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
272,4045164454094417310,1º Congresso Brasileiro de IoT - Embarcados,Burger King aceita pedidos via mensagens no Facebook - Startupi,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Nova pulseira tecnológica avisa se você já bebeu demais,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery
